Identifiant,Code Postal,Localité,Horaires Lundi,Horaires Mardi,Horaires Mercredi,Horaires Jeudi,Horaires Vendredi,Horaires Samedi,Horaires Dimanche,Accès sur rendezvous,Téléphone,Adresse (Structure),Code Officiel Département
162,80080,Amiens,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,10:00-18:00,09:00-13:00,oui,33392043471,Place Victor Pauchet,Hauts-de-France
1224,17000,La Rochelle,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,fermé,fermé,oui,33546305717,9 Quai Louis Prunier,Nouvelle-Aquitaine
938,54270,Essey-lès-Nancy,9:00-17:30,9:00-17:30,9:00-17:30,9:00-17:30,9:00-17:30,non précisé,non précisé,oui,33383851300,7 Rue Parmentier,Grand Est
533,8170,Fumay,fermé,8:00-19:00,fermé,8:00-19:00,fermé,08:00-12:30 uniquement le samedi 23 janvier,fermé,oui,09 72 76 02 50,30 Place du Baty,Grand Est
168,27500,Pont-Audemer,,,,,,,,non précisé,33279461156,64 64 route de lisieux,Normandie
1042,6260,Puget-Théniers,9h 17h,9h 17h,9h 17h,9h 17h,9h 17h,fermé,fermé,oui,08 05 01 66 66,Centre hospitalier La Condamine,Provence-Alpes-Côte d'Azur
1081,64230,Lescar,08:50-12:50,08:50-12:50,08:50-12:50,08:50-12:50,08:50-12:50,08:50-12:50,fermé,oui,33559815705,4 Rue Saint-exupéry,Nouvelle-Aquitaine
395,21470,Brazey-en-Plaine,10:00-12:00,10:00-12:00,10:00-12:00,10:00-12:00,10:00-12:00,10:00-12:00,fermé,oui,33345810421,Rue Joseph Magnien,Bourgogne-Franche-Comté
402,66300,Thuir,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,09:30-12:30/13:30-16:30,fermé,fermé,oui,33809541919,Avenue du Roussillon,Occitanie
1213,25290,Ornans,8H30-12H15,8H30-12H15,8H30-12H15,8H30-12H15,8H30-12H15,fermé,fermé,oui,363421013,2 Rue de la Corvée (Ornans),Bourgogne-Franche-Comté
665,15100,Saint-Flour,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,,oui,33608834199,2 Avenue du Docteur Mallet,Auvergne-Rhône-Alpes
1192,86000,Poitiers,fermé,08:00-12:00/13:30-16:00,08:00-12:00/13:30-16:00,08:00-12:00/13:30-16:00,08:00-12:00/13:30-16:00,08:00-12:00,fermé,oui,05 49 62 75 31,79 Rue de Saint Eloi,Nouvelle-Aquitaine
462,90000,Belfort,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,09:00-12:30,fermé,oui,33384571626,1 Rue Paul Koepfler,Bourgogne-Franche-Comté
1073,64500,Saint-Jean-de-Luz,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,13:00-16:00,fermé,oui,33559516199,Chemin Chingaletenea,Nouvelle-Aquitaine
664,38390,Montalieu-Vercieu,08:00-12:30 14:00-19:00,08:00-12:30 14:00-19:00,08:00-12:30 14:00-19:00,08:00-12:30 14:00-19:00,08:00-12:30 14:00-19:00,08:00-12:30 14:00-19:00,fermé,oui,33476003134,12 Rue du Besset,Auvergne-Rhône-Alpes
550,70300,Luxeuil-les-Bains,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,oui,33384756475,3 Place du 8 Mai 1945,Bourgogne-Franche-Comté
555,71000,MÃ¢con,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,oui,33385218399,389 Av Mal de Lattre de Tassigny,Bourgogne-Franche-Comté
213,87500,Saint-Yrieix-la-Perche,09:00-12:15,09:00-12:15,09:00-12:15,09:00-12:15,09:00-12:15,fermé,fermé,oui,33555087520,5 Place du Président Magnaud,Nouvelle-Aquitaine
1000,33270,Floirac,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,fermé,fermé,oui,33826963963,46 Avenue Jean Alfonsea,Nouvelle-Aquitaine
768,74160,Saint-Julien-en-Genevois,fermé,09:00-12:00,fermé,09:00-12:00,09:00-12:00,fermé,fermé,oui,33456497427,Chemin du Loup,Auvergne-Rhône-Alpes
956,59190,Hazebrouck,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,fermé,fermé,oui,,4 Rue du Milieu,Hauts-de-France
207,87000,Limoges,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,oui,33555087520,2 Avenue Martin Luther King,Nouvelle-Aquitaine
1306,59120,Loos,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,non précisé,33362943677,rue Pierre Decoulx,Hauts-de-France
1130,46260,Limogne-en-Quercy,14H-18H,14H30-17H30,fermé,14H-17H,9H-12H,fermé,fermé,non précisé,33809541919,Place de l'église,Occitanie
145,83600,Fréjus,fermé,10h - 15h,10h - 15h,10h - 15h,10h - 15h,fermé,fermé,oui,33494402597,240 avenue de Saint Lambert,Provence-Alpes-Côte d'Azur
1151,,60245,,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,08:00-12:00,fermé,https://partners.doctolib.fr/centre-de-sante/formerie/pole-sante-formerie-centre-de-vaccination-covid-19?pid=practice-166654&enable_cookies_consent=1,1.72996,32
1279,46800,Montcuq-en-Quercy-Blanc,fermé,fermé,14H-16H,14H-16H,14H-16H,fermé,fermé,non précisé,33809541919,Espace animation 2 rue des Marronniers,Occitanie
559,34190,Ganges,fermé,13:00-17:00,13:00-17:00,13:00-18:30,13:00-18:30,fermé,fermé,oui,33809541919,2 Place Joseph Boudouresques,Occitanie
1366,9100,Pamiers,13:00-15:30,09:00-11:30/13:00-15:30,09:00-11:30/13:00-15:30,09:00-11:30/13:00-15:30,13:00-15:30,09:00-11:30,fermé,oui,33809541919,Chemin des Menestrels,Occitanie
773,23110,Evaux-les-Bains,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,fermé,fermé,oui,33555656000,Ouches du Budelle,Nouvelle-Aquitaine
286,78300,Poissy,14h30-16h30,14h30-16h30,14h30-16h30,14h30-16h30,14h30-16h30,fermé,fermé,oui,01 39 22 56 88,78 Avenue Blanche de Castille,Île-de-France
65,17500,Jonzac,9:00-12:30/14:00-17:00,9:00-12:30/14:00-17:00,9:00-12:30/14:00-17:00,9:00-12:30/14:00-17:00,9:00-12:30/14:00-17:00,fermé,fermé,oui,33546701035,4 Avenue Winston Churchill,Nouvelle-Aquitaine
1183,,62108,,,,,,,fermé,fermé,https://vaccination-covid.keldoc.com/centre-hospitalier/berck-62600/fondation-hopale/centre-de-vaccination-de-la-fondation-hopale,1.5665,32
1233,30133,Les Angles,13:30 - 16:30,13:30 - 16:30,13:30 - 16:30,13:30 - 16:30,13:30 - 16:30,fermé,fermé,oui,809541919,10 Boulevard des Carrières,Occitanie
1179,13014,Marseille,fermé,14h - 17h,14h - 17h,fermé,14h - 17h,fermé,fermé,oui,04 13 31 38 00,14 Avenue Alexandre Ansaldi,Provence-Alpes-Côte d'Azur
1476,77130,Montereau-Fault-Yonne,8H30-17H30,8H30-17H30,8H30-17H30,8H30-17H30,8H30-17H30,fermé,fermé,oui,,1 bis Rue Victor Hugo,Île-de-France
470,64120,Saint-Palais,14:30-17:30,14:30-17:30,14:30-17:30,14:30-17:30,14:30-17:30,fermé,fermé,oui,33554739072,29 Avenue Frederic de Saint Jaymes,Nouvelle-Aquitaine
61,4100,Manosque,ouvert,ouvert,ouvert,ouvert,ouvert,,,oui,33492734371,702 Chemin Auguste Girard,Provence-Alpes-Côte d'Azur
485,94700,Maisons-Alfort,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,fermé,oui,805040994,47 Avenue Foch,Île-de-France
1044,59800,Lille,09:00-12:00/13:00-18:00,09:00-12:00/13:00-18:00,09:00-12:00/13:00-18:00,09:00-12:00/13:00-18:00,09:00-12:00/13:00-18:00,09:00-12:00/13:00-18:00,fermé,oui,33392043471,91 Rue de Lannoy,Hauts-de-France
489,94370,Sucy-en-Brie,fermé,fermé,fermé,fermé,fermé,fermé,fermé,oui,33145905414,Esplanade du 18 juin,Île-de-France
592,93500,Pantin,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,oui,33619253078,10-12 rue Cornet,11
707,37600,Loches,9h-18h,9h-18h,9h-18h,9h-18h,9h-18h,9h-12h,fermé,oui,33805021400,1 Avenue Aristide Briand,Centre-Val de Loire
726,69430,Beaujeu,,,,,,fermé,fermé,non précisé,33423101010,Rue du Docteur Giraud,Auvergne-Rhône-Alpes
1221,48200,Saint-Chély-d'Apcher,fermé,fermé,8h - 12h / 14h - 18h,14h - 16h,14h - 19h,fermé,fermé,non précisé,33809541919,27 Boulevard Guerin d'Apcher,Occitanie
991,80080,Amiens,09:30-13:00/14:30-18:00,09:30-13:00/14:30-18:00,09:30-13:00/14:30-18:00,09:30-13:00/14:30-18:00,09:30-13:00/14:30-18:00,09:00-13:00,fermé,oui,33392043171,1 bis Rue Maurice Ravel,Hauts-de-France
406,5200,Embrun,9h-13h et 14h-17h,9h-13h et 14h-17h,9h-13h et 14h-17h,9h-13h et 14h-17h,9h-13h et 14h-17h,fermé,fermé,oui,04 92 43 75 49,8 rue Pierre et Marie Curie,Provence-Alpes-Côte d'Azur
407,97220,La Trinité,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,09h - 13h puis 14h - 18h,08h - 12h,fermé,oui,33596425560,Rue Jean Eugène Fatier - Maison médicale de garde de la Trinité,Martinique
598,93190,Livry-Gargan,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,oui,08 00 09 31 90,37 Rue Saint-Claude,Île-de-France
1412,7140,Les Vans,fermé,13:30-17:30,13:30-17:30,13:30-17:30,13:30-17:30,fermé,fermé,oui,33475667799,Place Fernand Aubert,Auvergne-Rhône-Alpes
1416,18500,Mehun-sur-Yèvre,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,8 Place Jean Manceau,Centre-Val de Loire
1427,45000,Orléans,fermé,fermé,fermé,fermé,ouvert,fermé,fermé,oui,,15 Rue Eugene Vignat,Centre-Val de Loire
1266,97440,Saint-André,de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,de 8h - 12h et de 14h - 18h,fermé,oui,262262720404,oui,
545,64100,Bayonne,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,oui,33547756837,11 Allée de Glain,Nouvelle-Aquitaine
52,44000,Nantes,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,oui,33244768667,7 Allée de la Maison Rouge,Pays de la Loire
55,49100,Angers,8h45-16h00,8h45-16h00,8h45-16h00,8h45-16h00,8h45-16h00,8h45-16h00,8h45-16h00,oui,,4 Rue Larrey,Pays de la Loire
202,88100,Saint-Dié-des-Vosges,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,08:30-12:30/13:30-17:30,fermé,fermé,oui,33329421675,27 Place de l'Europe,Grand Est
67,66000,Perpignan,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,oui,33809541919,20 Avenue du Languedoc,Occitanie
1194,,59122,,10:00-12:00/13:00-17:00,10:00-12:00/13:00-17:00,10:00-12:00/13:00-17:00,10:00-12:00/13:00-17:00,10:00-12:00/13:00-17:00,10:00-12:00/13:00-17:00,10:00-12:00/13:00-17:00,https://partners.doctolib.fr/centre-de-sante/cambrai/centre-de-vaccination-ch-cambrai?speciality_id=5494&enable_cookies_consent=1,3.22895,32
779,1300,Belley,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,fermé,oui,33973056509,422 Avenue Hoff,Auvergne-Rhône-Alpes
278,92000,Nanterre,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,fermé,oui,33147697234,403 Avenue de la République,Île-de-France
222,69003,Lyon,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:30-17:00,08:30-17:00,oui,33423101010,5 Place d'Arsonval,Auvergne-Rhône-Alpes
43,52400,Bourbonne-les-Bains,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,fermé,fermé,09:00-12:00/13:00-17:00,fermé,fermé,oui,33325877007,1 Rue Terrail Lemone,Grand Est
888,35000,Rennes,9h00-13h00 / 14h00-19h00,9h00-13h00 / 14h00-19h00,9h00-13h00 / 14h00-19h00,9h00-13h00 / 14h00-19h00,9h00-13h00 / 14h00-19h00,fermé,fermé,non précisé,33805690821,106 Rue Eugène Pottier,Bretagne
28,52000,Chaumont,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,09:00-12:00/13:00-17:00,fermé,fermé,oui,33627273952,2 Rue Jeanne d'Arc,Grand Est
64,48000,Mende,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,fermé,fermé,non précisé,33809541919,53 Avenue du 8 Mai 1945,Occitanie
683,18700,Aubigny-sur-Nère,14h-18h,14h-18h,14h-18h,14h-18h,14h-18h,fermé,fermé,non,33805021400,Route de la Chapelotte,Centre-Val de Loire
901,35400,Saint-Malo,09h00-18h00,09h00-18h00,09h00-18h00,09h00-18h00,09h00-18h00,09h00-18h00,fermé,non précisé,33805690821,1 Rue Georges Clémenceau,Bretagne
1115,62200,Boulogne-sur-Mer,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,fermé,oui,33321993333,Allee Jacques Monod,Hauts-de-France
636,58600,Fourchambault,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00,fermé,oui,33386909765,1 Rue du 4 Septembre,Bourgogne-Franche-Comté
132,76200,Dieppe,,,,,,,,oui,33279461156,avenue pasteur,Normandie
218,69004,Lyon,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,fermé,oui,33423101010,103 Grande rue de la Croix-Rousse,Auvergne-Rhône-Alpes
1071,25800,Valdahon,8H00-12H / 13H00-17H00,8H00-12H / 13H00-17H00,8H00-12H / 13H00-17H00,8H00-12H / 13H00-17H00,8H00-12H / 13H00-17H00,fermé,fermé,oui,363421013,3 Rue de l'Eglise,Bourgogne-Franche-Comté
322,95100,Argenteuil,8h - 18h30,8h - 18h30,8h - 18h30,8h - 18h30,8h - 18h30,9h - 17h30,fermé,oui,33134231757,69 Rue du Lieutenant Colonel Prudhon,Île-de-France
571,89700,Tonnerre,9:30-11:30,09:00-12:00,9:30-11:30,09:00-12:00,fermé,fermé,fermé,oui,33386543500,chemin des Jumeriaux,Bourgogne-Franche-Comté
529,61400,Mortagne-au-Perche,,,,,,,,oui,33279461156,23 Rue Ferdinand de Boyères,Normandie
808,18300,Saint-Satur,9h-13h,fermé,fermé,9h-13h,fermé,9h-13h,fermé,oui,33805021400,22 Rue du Pré de Chappes,Centre-Val de Loire
1034,91410,Dourdan,fermé,fermé,fermé,fermé,fermé,fermé,fermé,oui,623919933,Place Bad Wiessee,Île-de-France
986,83500,La Seyne-sur-Mer,9h/17h,9h/17h,9h/17h,9h/17h,9h/17h,fermé,fermé,oui,04 94 06 96 00,820 Avenue Yitzhak Rabin,Provence-Alpes-Côte d'Azur
814,19110,Bort-les-Orgues,fermé,fermé,09: 00-17: 00,fermé,fermé,fermé,fermé,oui,33555087520,190 Rue Gustave Parre,Nouvelle-Aquitaine
770,24200,Sarlat-la-Canéda,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,oui,33553317694,20 Rue Gaubert,Nouvelle-Aquitaine
527,84700,Sorgues,9h-12h,9h-12h,9h-12h,9h-12h,9h-12h,fermé,fermé,oui,33423100690,Chemin de Lucette,Provence-Alpes-Côte d'Azur
985,17340,ChÃ¢telaillon-Plage,09:00-12:30/13:30-16:30,09:00-12:30/13:30-16:30,09:00-12:30/13:30-16:30,09:00-12:30/13:30-16:30,09:00-12:30/13:30-16:30,fermé,fermé,oui,33546305717,9 Rue des Sulkys,Nouvelle-Aquitaine
33,21850,Saint-Apollinaire,10:00-13:00/14:00-18:00,10:00-13:00/14:00-18:00,10:00-13:00/14:00-18:00,10:00-13:00/14:00-18:00,10:00-13:00/14:00-18:00,09:00-13:00,fermé,oui,33345810421,129 Rue Saint Jean,Bourgogne-Franche-Comté
975,32500,Fleurance,fermé,09:00-12:00/14:00-17:00,fermé,fermé,fermé,fermé,fermé,oui,33809541919,Avenue Pierre de Coubertin,Occitanie
23,10000,Troyes,8h-18h,8h-18h,8h-18h,8h-18h,8h-18h,8h-18h,fermé,oui,33325497584,Av du Mal de Lattre de Tassigny,Grand Est
634,94240,L'HaÃ¿-les-Roses,08:30-12:30 / 13:30-17:30,08:30-12:30 / 13:30-17:30,08:30-12:30 / 13:30-17:30,08:30-12:30 / 13:30-17:30,08:30-12:30 / 13:30-17:30,fermé,fermé,oui,33146157888,2 Rue des Accacias,Île-de-France
887,22100,Dinan,fermé,9h00-13h00 / 14h00-18h00,9h00-13h00 / 14h00-18h00,9h00-13h00 / 14h00-18h00,9h00-13h00 / 14h00-18h00,fermé,fermé,non précisé,33257180060,Rue Victor Basch,Bretagne
892,35000,Rennes,10h00-18h30,8h00-18h30,8h00-18h30,8h00-18h30,8h00-18h30,fermé,fermé,non précisé,33805690821,1 Esplanade Général de Gaulle,Bretagne
56,56000,Vannes,13h00-19h40,8h30-12h30 / 13h40-17h50,8h30-12h30 / 13h40-17h50,8h30-12h30 / 13h40 -19h50,8h30-12h30 / 13h40-17h50,8h30-12h30 / 13h40-17h50,fermé,oui,33297019956,20 Boulevard Maurice Guillaudot,Bretagne
745,91220,Brétigny-sur-Orge,9h00 - 17h00,9h00 - 17h00,9h00 - 17h00,9h00 - 17h00,9h00 - 17h00,9h00 - 13h00,fermé,oui,01 69 88 40 64,6 Rue de la Croix Louis,Île-de-France
816,42300,Roanne,fermé,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,fermé,fermé,non précisé,33970771710,28 Rue de Charlieu RDC du Pôle Femmes Enfants,Auvergne-Rhône-Alpes
1009,29200,Brest,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,140 Boulevard de Plymouth,Bretagne
718,31220,Cazères,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,fermé,fermé,oui,33809541919,7 Rue des Capucins,Occitanie
552,70200,Lure,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,oui,33384756475,22 Rue du Docteur Deubel,Bourgogne-Franche-Comté
1338,33000,Bordeaux,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,09:00-12:30/14:00-17:30,fermé,fermé,oui,,114 Avenue d'Ares,Nouvelle-Aquitaine
1362,18250,Henrichemont,fermé,fermé,fermé,fermé,fermé,fermé,fermé,non précisé,,1 Place de l'Hotel de Ville,Centre-Val de Loire
1261,32230,Marciac,fermé,fermé,09:00-12:00/14:00-17:00,fermé,fermé,fermé,fermé,oui,33809541919,Chemin de Ronde,Occitanie
1082,54300,Lunéville,14:00-19:00,09:00-13:00/14:00-19:00,09:00-13:00/14:00-19:00,09:00-13:00/14:00-19:00,09:00-13:00/14:00-19:00,non précisé,non précisé,oui,33383851300,2 Cours de Verdun,Grand Est
873,21300,Chenôve,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,fermé,oui,33345810421,Place Pierre Meunier,Bourgogne-Franche-Comté
91,19100,Brive-la-Gaillarde,09: 20-12: 10/13: 00-16: 40,09: 20-12: 10/13: 00-16: 40,09: 20-12: 10/13: 00-16: 40,09: 20-12: 10/13: 00-16: 40,09: 20-12: 10/13: 00-16: 40,fermé,fermé,oui,33555087520,1 Boulevard Doc Verlhac,Nouvelle-Aquitaine
328,94130,Nogent-sur-Marne,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,oui,33627849326,2 rue Jean Monet (Maison des associations Simone Veil),Île-de-France
366,66120,Font-Romeu-Odeillo-Via,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00/14:00-18:00,09:00-12:00,fermé,oui,33809541919,28 Boulevard du Cambre d'Aze,Occitanie
161,14100,Lisieux,,,,,,,,non précisé,33279461156,4 rue Roger Aini,Normandie
1199,,59172,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-12:00,fermé,https://partners.doctolib.fr/hopital-public/denain/reserve-hospitalier-de-denain?speciality_id=5494&enable_cookies_consent=1,3.37894,32
352,,62367,,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,10:00-17:00,fermé,https://partners.doctolib.fr/hopital-public/arras/ght-artois-ternois-vaccination-covid?pid=practice-163453&enable_cookies_consent=1,2.32167,32
1196,32700,Lectoure,fermé,09:00-12:00/14:00-17:00,fermé,fermé,fermé,fermé,fermé,oui,33809541919,Avenue Jacques Descamps,Occitanie
980,57530,Ars-Laquenexy,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,fermé,fermé,oui,33387345345,1 allée du ChÃ¢teau,Grand Est
29,36100,Issoudun,9h-16h30,9h-16h30,9h-16h30,9h-16h30,9h-16h30,fermé,fermé,oui,08 05 02 14 00,Avenue Jean Bonnefont,Centre-Val de Loire
700,73300,Saint-Jean-de-Maurienne,ouvert,ouvert,ouvert,ouvert,ouvert,ouvert,fermé,oui,33479207142,179 Rue du Docteur Grange - Centre Hospitalier - EHPAD La Bartavelle,241 RUE GARIBALDI
582,27400,Louviers,,,,,,,,oui,33279461156,10 Avenue du Maréchal Leclerc,Normandie
1148,60100,Creil,09:00-15:45/17:45-19:15,09:00-12:00/14:00-15:40,09:00-12:40/14:00-15:30,09:00-12:20/13:00-15:50,09:00-13:30/14:00-15:40,08:45-10:45,fermé,oui,33365657253,59 Rue du Plessis Pommeraye,Hauts-de-France
1226,67310,Wasselonne,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,08:00-17:00,fermé,oui,33970818161,1 Rue de Cosswiller,Grand Est
558,89130,Toucy,fermé,14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,09:00-12:00/14:00-17:00,fermé,fermé,oui,33386442159,7 rue Paul Defrance,Bourgogne-Franche-Comté
260,5100,BrianÃ§on,8h30-12h /  14h-17h,8h30-12h /  14h-17h,8h30-12h /  14h-17h,8h30-12h /  14h-17h,8h30-12h /  14h-17h,,,oui,33492252377,9 Avenue René Froger,Provence-Alpes-Côte d'Azur
1041,6140,Vence,8h 18h,8h 18h,8h 18h,8h 18h,8h 18h,8h 18h,fermé,oui,33805016666,36 Rue du 8 Mai 1945,Provence-Alpes-Côte d'Azur
898,17310,Saint-Pierre-d'Oléron,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,fermé,fermé,oui,33970775443,Route de Sauzelle complexe sportif de l'Oumière,Nouvelle-Aquitaine
24,20260,Calvi,09:30-12:00/13:00-17:30,09:30-12:00/13:00-17:30,09:30-12:00/13:00-17:30,09:30-12:00/13:00-17:30,09:30-12:00/13:00-17:30,fermé,fermé,oui,33750630663,chemin guazzole,Corse
334,9700,Saverdun,11:00-12:00,11:00-12:00,11:00-12:00,11:00-12:00,11:00-12:00,10:30-12:00,10:30-12:00,oui,33809541919,3 Rue Louis Pasteur,Occitanie
1253,87000,Limoges,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00/14:00-18:00,09:00-13:00,fermé,oui,33555087520,2 Rue Félix Eboué,Nouvelle-Aquitaine
603,34500,Béziers,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,fermé,oui,33809541919,Traverse de Colombiers,Occitanie
1103, Rue Claude et rue de la gare,62240,2021-02-10T18:53:56+01:00,,09:00-12:30/13:30-18:00,09:00-12:30/13:30-18:00,09:00-12:30/13:30-18:00,09:00-12:30/13:30-18:00,09:00-12:30/13:30-18:00,09:00-12:30/13:30-18:00,2021-01-13,50.6675,556 AV WILLY BRANDT
1425,83630,Aups,fermé,11h00 - 16h00,11h00 - 16h00,11h00 - 16h00,fermé,fermé,fermé,oui,04.94.70.96.53,Place Frédéric MISTRAL,Provence-Alpes-Côte d'Azur
913,81600,Gaillac,9:00-12:20,9:00-12:20,9:00-12:20,9:00-12:20 et 13:40-17:00,fermé,fermé,fermé,oui,33809541919,68 Place d'Hautpoul,Occitanie
1469,67200,Strasbourg,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,fermé,fermé,oui,,98 Rue de Hochfelden,Grand Est
815,63240,Mont-Dore,09:00-11:00,09:00-11:00,09:00-11:00,09:00-11:00/13:30-17:30,09:00-11:00,fermé,fermé,oui,33473653616,2 Rue du Capitaine Chazotte,Auvergne-Rhône-Alpes
548,21320,Pouilly-en-Auxois,fermé,fermé,fermé,fermé,fermé,08:00-12:00/14:00-18:00,08:00-12:00/14:00-18:00,oui,33380908661,Ruelle du Gué,Bourgogne-Franche-Comté
526,21400,ChÃ¢tillon-sur-Seine,,2021-01-22T15:36:31+01:00,,fermé,fermé,fermé,fermé,fermé,,,11 Rue Albert Camus
1498,69100,Villeurbanne,fermé,fermé,fermé,fermé,fermé,fermé,fermé,oui,33423101010,234 Cours Emile Zola,Auvergne-Rhône-Alpes
1512,93000,Bobigny,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,9h-17h,fermé,oui,,2 Avenue de la Convention,Île-de-France
654,31470,Saint-Lys,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,14:00-18:00,fermé,fermé,oui,33809541919,8 Rue Alain Colas,Occitanie
71,5000,Gap,8h - 20h30,8h - 20h30,8h - 20h30,8h - 20h30,8h - 20h30,,,oui,04 92 40 79 51,Boulevard Pierre et Marie Curie,Provence-Alpes-Côte d'Azur
684,28400,Nogent-le-Rotrou,fermé,fermé,fermé,18h-22h,18h-22h,9h-17h,fermé,oui,33805021400,Avenue de l'Europe,Centre-Val de Loire
733,56100,Lorient,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,8h-20h,fermé,non précisé,33297069794,5 Avenue Etienne-franÃ§ois de Choiseul,Bretagne
1228,67300,Schiltigheim,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,fermé,oui,33388838416,Avenue de la Deuxième Division Blindée,Grand Est
